List No,Item No,UPC Code,Manufacturer No,Manufacturer,Category,Category Path 1,Category Path 2,Category Path 3,Product Name,Price(USD),Cost price,Inventory,Shipping,Profit,STOCK TYPE,Date,In Stock,weight(lb),SaleRate,SaleRateNew,Blowout
1682,AS-VS208N,6.11E+11,VS208N-P,ASUS,"20""/20.1"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD Monitor,"Asus VS208N-P 20 inch Widescreen 50,000,000:1 5ms VGA/DVI LED LCD Monitor (Black)",120.95,90.7125,51,2.5,27.7375,Recurring,01-Jan-19,Y,8.8,0.764044944,1.159090909,44
3771,LG-22MB35V,7.19E+11,22MB35V-I,LG Electronics,"21.5""/22"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD Monitor,"LG Electronics 22MB35V-I 22 inch 5,000,000:1 5ms VGA/DVI/HDMI LED LCD Monitor (Black)",121.98,91.485,51,2.5,27.995,Recurring,01-Jan-19,Y,9.7,0.753029302,1.159090909,44
273,SSD760P512,7.36E+11,SSDPEKKW512G801,Intel,M.2,Component,Solid State Drive,M.2,Intel 760p Series SSDPEKKW512G801 512GB M.2 80mm PCI-Express 3.1 x4 Solid State Drive (TLC),128.13,96.0975,51,2.5,29.5325,Recurring,01-Jan-19,Y,0.11,0.8078872,1.159090909,44
1055,MB-B450APW,8.90E+11,B450 AORUS PRO WIFI,GIGABYTE,Socket AM4,Component,Motherboard,Desktop,GIGABYTE B450 AORUS PRO WIFI Socket AM4/ AMD B450/ DDR4/ Quad-GPU CrossFireX/ SATA3&USB3.1/ M.2/ WiFi/ A&GbE/ ATX Motherboard,128.64,96.48,51,2.5,29.66,Recurring,01-Jan-19,Y,2.56,0.775280899,1.159090909,44
1189,MSKLQ00378,8.90E+11,KLQ-00378,Microsoft,Office & Business,Component,Software,Office & Business,"Microsoft Office 365 Business Premium / 12-month subscription, 1 person, PC/Mac Key Card",132.74,99.555,51,2.5,30.685,MAP,01-Jan-19,Y,0.15,0.785855915,1.159090909,44
349,1000M500D1,6.50E+11,CT1000MX500SSD1,Crucial,SATA3,Component,Solid State Drive,SATA3,Crucial MX500 1TB 2.5 inch SATA3 Internal Solid State Drive (Micron 3D TLC NAND),135.3,101.475,51,2.5,31.325,Recurring,01-Jan-19,Y,0.25,0.754571492,1.159090909,44
234,IW110-480G,7.64E+11,ZA480NM10011,Seagate,SATA3,Component,Solid State Drive,SATA3,Seagate IronWolf 110 ZA480NM10011 480GB 2.5 inch SATA 6Gb/s Solid State Drive (3D TLC),142.48,106.86,51,2.5,33.12,Recurring,01-Jan-19,Y,0.32,0.740471469,1.159090909,44
3376,MB-Z39MITA,,Z390M-ITX/AC,ASRock,Socket 1151,Component,Motherboard,Desktop,ASROCK Z390M-ITX/AC LGA1151/ Intel Z390/ DDR4/ SATA3&USB3.1/ M.2/ WiFi/ A&2GbE/ Mini-ITX Motherboard,146.06,109.545,51,2.5,34.015,Recurring,01-Jan-19,Y,2,0.763384005,1.159090909,44
320,S3520B240G,7.36E+11,SSDSC2BB240G701,Intel,SATA3,Component,Solid State Drive,SATA3,Intel DC S3520 Series SSDSC2BB240G701 240GB 2.5 inch SATA3 Solid State Drive (MLC),148.63,111.4725,51,2.5,34.6575,Recurring,01-Jan-19,Y,0.2,0.793787178,1.159090909,44
143,D416GES24S,,M474A2K43BB1-CRC,Samsung,DDR4 (260 Pin),Component,DRAM Memory,Notebook DRAM,Samsung DDR4-2400 SODIMM 16GB/1Gx8 ECC CL17 Notebook Memory,143.5,107.625,51,0,35.875,Recurring,01-Jan-19,Y,0.04,0.759418374,1.159090909,44
542,I3-7100,,CM8067703014612,Intel,Core I3,Component,CPU / Processor,Desktop CPU,"Intel Core i3-7100 Kaby Lake Processor 3.9GHz 8.0GT/s 3MB LGA 1151 CPU, OEM",144.52,108.39,51,0,36.13,Recurring,01-Jan-19,Y,0.06,0.763163692,1.159090909,44
3262,AS-PN40B21,1.93E+11,PN40-BB021M,ASUS,Desktop Barebone,Component,Barebone,Desktop Barebone,Asus PN40-BB021M Intel Celeron N4000 1.1GHz/ V&GbE/ Barebone Desktop PC (Black) ,169.12,126.84,51,2.5,39.78,Recurring,01-Jan-19,Y,1.14,0.767790262,1.159090909,44
925,ST1TBNX453,7.64E+11,ST1000NX0453,Seagate,SAS,Component,Hard Drive,Enterprise HDD,"Seagate Enterprise Capacity ST1000NX0453 1TB 7200RPM SAS 12.0 GB/s 128MB 512N Enterprise Hard Drive (2.5 inch, Exos 7E2000 HDD 512N SAS)",173.23,129.9225,51,2.5,40.8075,Recurring,01-Jan-19,Y,0.45,0.789821547,1.159090909,44
1249,EV-165XCG,8.43E+11,04G-P4-1153-KR,EVGA,Nvidia,Component,Video Card,PCI Express Video Card,EVGA NVIDIA GeForce GTX 1650 XC GAMING 4GB GDDR5 HDMI/2DisplayPort PCI-Express Video Card,177.33,132.9975,51,2.5,41.8325,Recurring,01-Jan-19,Y,1.96,0.760960564,1.159090909,44
1726,AS-VE278Q,6.11E+11,VE278Q,ASUS,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Asus VE278Q 27 inch WideScreen 2ms 10,000,000 :1 VGA/DVI/HDMI/DisplayPort LCD Monitor, w/ Speakers (Black)",183.48,137.61,51,3.5,42.37,Recurring,01-Jan-19,Y,19.8,0.757876184,1.159090909,44
3454,MB-C236WSI,,C236 WSI,ASRock Rack,LGA 1151,Component,Motherboard,Server,ASRock Rack C236 WSI LGA1151/ Intel C236/ DDR4/ SATA3USB3.0/ A&2GbE/ Mini-ITX Server Motherboard,199.36,149.52,51,2.5,47.34,Recurring,01-Jan-19,Y,5,0.759638687,1.159090909,44
1784,SAM-27H65F,8.87E+11,S27H650FDN,Samsung,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Samsung S27H650FDN 27 inch Widescreen 1,000:1 5ms VGA/HDMI/DisplayPort/USB LED LCD Monitor (Black)",247.02,185.265,51,3.5,58.255,Recurring,01-Jan-19,Y,20.5,0.818462216,1.159090909,44
561,E3-1230V6,,CM8067702870650,Intel,Xeon,Component,CPU / Processor,Server CPU,"Intel Xeon E3-1230 v6 Quad-Core Kaby Lake Processor 3.5GHz 8.0GT/s 8MB LGA 1151 CPU, OEM",245.74,184.305,51,0,61.435,Recurring,01-Jan-19,Y,0.06,0.771535581,1.159090909,44
1844,PJ-E1,8.89E+11,E1,ASUS,Projector,Hardware & Software,Projector & Screen,Projector,ASUS ZenBeam E1 150 Lumens DLP Projector w/ LED Light Source (Silver),265.47,199.1025,51,2.5,63.8675,Recurring,01-Jan-19,Y,1.9,0.734082397,1.159090909,44
1845,PJ-E1Z,8.89E+11,E1Z,ASUS,Projector,Hardware & Software,Projector & Screen,Projector,ASUS ZenBeam Go E1Z 150 Lumens WVGA plug-and-play (Android/Windows) Micro-USB Pico DLP Projector w/ LED Light Source (Icicle Gold),265.47,199.1025,51,2.5,63.8675,Recurring,01-Jan-19,Y,1.94,0.770654329,1.159090909,44
3776,LG-32BK50Q,7.19E+11,32BK50Q-W,LG Electronics,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"LG Electronics 32BK50Q-W 32 inch 1,000:1 8ms HDMI/DisplayPort LED LCD Monitor",284.95,213.7125,51,3.5,67.7375,Recurring,01-Jan-19,Y,19.6,0.771315268,1.159090909,44
207,KD421ER_32,7.41E+11,KVR21R15D4/32,Kingston,Server DDR4,Component,DRAM Memory,Server DRAM,Kingston ValueRAM KVR21R15D4/32 DDR4-2133 32GB/2Gx72 ECC/REG CL15 Server Memory ,281.88,211.41,51,0,70.47,Recurring,01-Jan-19,Y,0.08,0.755673056,1.159090909,44
681,AS-TP202NA,1.93E+11,TP202NA-YS04,ASUS,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,Asus VivoBook Flip 12 TP202NA-YS04 11.6 inch Touchscreen Intel Celeron N3350 1.1GHz/ 4GB DDR3/ 64GB eMMC/ USB3.1/ Windows 10 Pro Notebook (Black),302.38,226.785,51,2.5,73.095,Recurring,01-Jan-19,Y,2.8,0.771976206,1.159090909,44
1268,AS-D166TO6,1.93E+11,DUAL-GTX1660TI-O6G,ASUS,Nvidia,Component,Video Card,PCI Express Video Card,Asus NVIDIA Dual GeForce GTX 1660 Ti OC 6GB GDDR6 DVI/2HDMI/DisplayPort PCI-Express Video Card,304.42,228.315,51,2.5,73.605,Recurring,01-Jan-19,Y,1.85,0.778585592,1.159090909,44
3631,EV-2060GA,8.43E+11,06G-P4-2060-KR,EVGA,Nvidia,Component,Video Card,PCI Express Video Card,EVGA NVIDIA GeForce RTX 2060 GAMING 6GB GDDR6 DVI/HDMI/DisplayPort PCI-Express Video Card,362.85,272.1375,51,2.5,88.2125,Recurring,01-Jan-19,Y,2.38,0.793566865,1.159090909,44
1740,AS-MX299Q,8.86E+11,MX299Q,ASUS,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Asus MX299Q 29 inch Widescreen 80,000,000:1 5ms DVI/HDMI/Displayport LED LCD Monitor, w/ Speakers (Silver+Black)",384.37,288.2775,51,3.5,92.5925,Recurring,01-Jan-19,Y,17.86,0.81251377,1.159090909,44
148,D424LR64S,,M386A8K40BM1-CRC,Samsung,Server DDR4,Component,DRAM Memory,Server DRAM,Samsung DDR4-2400 64GB/8Gx72 ECC/REG Load Reduced CL17 Server Memory,394.62,295.965,51,2.5,96.155,Recurring,01-Jan-19,Y,0.17,0.753910553,1.159090909,44
1239,EV-2060XG,8.43E+11,06G-P4-2063-KR,EVGA,Nvidia,Component,Video Card,PCI Express Video Card,EVGA NVIDIA GeForce RTX 2060 XC GAMING 6GB GDDR6 DVI/HDMI/2DisplayPorts PCI-Express Video Card,394.62,295.965,51,2.5,96.155,Recurring,01-Jan-19,Y,3.57,0.807666887,1.159090909,44
3122,XS960SE003,,XS960SE10003,Seagate,SAS,Component,Solid State Drive,SAS,Seagate Nytro 3000 XS960SE10003 960GB 2.5 inch SAS 12.0GB/s Solid State Drive (3D eTLC),394.62,295.965,51,2.5,96.155,Recurring,01-Jan-19,Y,0.37,0.760519938,1.159090909,44
1772,LG-34BK65W,7.19E+11,34BK650-W,LG Electronics,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"LG Electronics 34BK650-W 34 inch Widescreen 1,000:1 5ms HDMI/DisplayPort/ LED LCD Monitor, w/ Speakers (Black)",398.72,299.04,51,3.5,96.18,Recurring,01-Jan-19,Y,25,0.78849967,1.159090909,44
643,HP-5CP14UA,1.93E+11,5CP14UA#ABA,HP/Hewlett-Packard,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,HP 15-DA0073MS 5CP14UA#ABA 15.6 inch Intel Core i5-7200U 2.5GHz/ 8GB DDR4/ 2TB HDD/ DVD-Writer/ USB3.1/ Windows 10 Home Notebook (Silver),521.72,391.29,51,2.5,127.93,Recurring,01-Jan-19,Y,4.51,0.776823089,1.159090909,44
395,MZ-76Q4T0B,8.87E+11,MZ-76Q4T0B/AM,Samsung,SATA3,Component,Solid State Drive,SATA3,Samsung 860 QVO Series 4TB 2.5 inch SATA3 Solid State Drive (Samsung V-NAND 4bit MLC),546.84,410.13,51,2.5,134.21,Recurring,01-Jan-19,Y,0.25,0.782771536,1.159090909,44
2262,CA-116TQ7B,6.72E+11,CSE-116TQ-R700CB,Supermicro,1U,Component,Server,Server Chassis,Supermicro SuperChassis CSE-116TQ-R700CB 700W/750W 1U Rackmount Server Chassis (Black),597.57,448.1775,51,10,139.3925,Recurring,01-Jan-19,Y,35,0.769773078,1.159090909,44
1388,SYN-DS918P,8.47E+11,DS918+,Synology,SMB,Component,NAS / DAS / SAN,NAS,Synology DiskStation DS918+ 4-Bay Desktop NAS for SMB,583.74,437.805,51,2.5,143.435,Recurring,01-Jan-19,Y,8.88,0.779026217,1.159090909,44
1792,SAM-LC34H8,8.87E+11,LC34H890WJNXGO,Samsung,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Samsung 890 Series LC34H890WJNXGO 34 inch 3,000:1 4ms HDMI/DisplayPort/USB LCD Monitor (Black/ Titanium)",667.28,500.46,51,10,156.82,Recurring,01-Jan-19,Y,26,0.775501212,1.159090909,44
653,SM-W623NZK,8.87E+11,SM-W623NZKBXAR,Samsung,Tablet PC,PC & Laptop,Tablet PC,,Samsung Galaxy Book SM-W623NZKBXAR 10.6 inch Intel Core M3 2.6GHz/ 4GB/ 256GB/ Windows 10 Pro Tablet w/ S Pen (Silver),736.97,552.7275,51,2.5,181.7425,Recurring,01-Jan-19,Y,4,0.764044944,1.159090909,44
2274,CA-87E6RLB,6.72E+11,CSE-847E16-R1400LPB,Supermicro,4U,Component,Server,Server Chassis,Supermicro CSE-847E16-R1400LPB 1400W 4U Rackmount Server Chassis (Black),1429.87,1072.4025,51,10,347.4675,Recurring,01-Jan-19,Y,101,0.763163692,1.159090909,44
3377,MB-H31MITA,,H310M-ITX/AC,ASRock,Socket 1151,Component,Motherboard,Desktop,ASRock H310M-ITX/AC LGA1151/ Intel H310/ DDR4/ SATA3&USB3.1/ M.2/ WiFi/ A&GbE/ Mini-ITX Motherboard,84.05,63.0375,62,2.5,18.5125,Recurring,01-Jan-19,Y,1.87,0.754440014,1.409090909,44
3767,AS-VP228H,8.89E+11,VP228H,ASUS,"21.5""/22"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD Monitor,"Asus VP228H 21.5 inch Widescreen 100,000,000:1 1ms VGA/DVI/HDMI LED LCD Monitor, w/ Speakers (Black)",120.95,90.7125,95,3.5,26.7375,Recurring,01-Jan-19,Y,10.2,0.728444707,2.159090909,44
3205,GP70NS50,58231310610,GP70NS50,LG Electronics,External,Component,Optical Drive,External,"LG Electronics GP70NS50 8X USB 2.0 Ultra Slim Portable DVDÃ‚Â±RW External Drive w/ M-DISC, Retail (Silver)",60.99,45.7425,44,2.5,12.7475,Recurring,01-Jan-19,Y,0.52,0.830439224,1,44
990,MB-365MPG4,,B365M PHANTOM GAMING 4,ASRock,Socket 1151,Component,Motherboard,Desktop,ASRock B365M PHANTOM GAMING 4 LGA1151/ Intel B365/ DDR4/ Quad CrossFireX/ SATA3&USB3.1/ M.2/ A&GbE/ MicroATX Motherboard,92.25,69.1875,44,2.5,20.5625,Recurring,01-Jan-19,Y,2.88,0.768386108,1,44
981,MB-Z390PR4,,Z390 PRO4,ASRock,Socket 1151,Component,Motherboard,Desktop,ASRock Z390 PRO4 LGA1151/ Intel Z390/ DDR4/ Quad CrossFireX/ SATA3&USB3.1/ M.2/ A&GbE/ ATX Motherboard,128.13,96.0975,55,2.5,29.5325,Recurring,01-Jan-19,Y,3,0.796527068,1.25,44
3117,XA960ME063,,XA960ME10063,Seagate,SATA3,Component,Solid State Drive,SATA3,Seagate Nytro 1551 XA960ME10063 960GB 2.5 inch SATA 6Gb/s Solid State Drive (3D TLC),194.75,146.0625,44,2.5,46.1875,Recurring,01-Jan-19,Y,0.37,0.767364658,1,44
1476,ST-VGA_F10,8.41E+11,SVGA-10-MF,iMicro,VGA Cable,Component,Cable,VGA Cable,iMicro M8544-1015MF 10ft HD15 Male to Female SVGA Extension Cable (Black),8.2,3.2,59,2.5,2.5,Recurring,01-Jan-19,Y,1.11,0.762521424,1.340909091,44
3025,VC-SLIMDVD,8.40E+11,CE361,VCOM,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,VCOM CE361 SATA2 Data + 4Pin Molex Male to SATA Power/Data Cable for Slim DVD,4.61,3.4575,59,0,1.1525,Recurring,01-Jan-19,Y,0.06,0.740049514,1.340909091,44
865,HD-ST20NM8,7.64E+11,ST2000NM0008,Seagate,SATA,Component,Hard Drive,Enterprise HDD,"Seagate Enterprise Capacity ST2000NM0008 2TB 7200RPM SATA 6.0 GB/s 128MB Enterprise Hard Drive (3.5 inch, Exos 7E2 HDD 512N SATA) ",115.31,86.4825,59,2.5,26.3275,Recurring,01-Jan-19,Y,1.25,0.752999429,1.340909091,44
2341,CA-PB4UR3G,,PB-4UR3G-B,Chenbro,Accessory,Hardware & Software,Server & Workstation,Accessory,Chenbro PB-4UR3G-B 4U Power Supply Bracket for ZIPPY P3G Series,15.37,11.5275,48,2.5,1.3425,Recurring,01-Jan-19,Y,0.5,0.768960674,1.090909091,44
1757,LG-22MB35Y,7.19E+11,22MB35Y-I,LG Electronics,"21.5""/22"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD Monitor,"LG Electronics 22MB35Y-I 22 inch 5,000,000:1 5ms VGA/DVI/DisplayPort/USB LED LCD Monitor, w/ Speakers (Black)",138.38,103.785,48,2.5,32.095,Recurring,01-Jan-19,Y,9.7,0.779494382,1.090909091,44
2486,CA-FOCUSRD,8.17E+11,FD-CA-FOCUS-RD-W,Fractal Design,ATX Mid Tower,Component,Case,Computer Case,Fractal Focus G No Power Supply ATX Mid Tower w/ Window (Mystic Red),61.5,46.125,37,3.5,11.875,Recurring,01-Jan-19,Y,14,0.778317643,0.840909091,44
893,ST2000VX08,7.64E+11,ST2000VX008,Seagate,SATA,Component,Hard Drive,Desktop HDD,Seagate SkyHawk Surveillance ST2000VX008 2TB SATA 6.0GB/s 64MB Hard Drive (3.5 inch),68.16,51.12,89,2.5,14.54,Recurring,01-Jan-19,Y,1.5,0.713925009,2.022727273,43.99999999
4191,CA-FORMUL7,7.61E+11,FORMULA 7,Antec,Thermal Paste,Component,Fan & Heatsink,Thermal Paste,Antec FORMULA 7 Nano Diamond Thermal Compound,10.76,8.07,52,2.5,0.19,Recurring,01-Jan-19,Y,0.5,0.77247191,1.181818182,43.99999999
2473,FAN-CLP497,8.41E+11,CL-P0497,Thermaltake,LGA 775,Component,Fan & Heatsink,CPU Fan & Heatsink,Thermaltake CL-P0497 LGA775 CPU Cooler For Intel Core 2 Duo Processor,8.2,3.2,52,2.5,2.5,Recurring,01-Jan-19,Y,0.8,0.799697494,1.181818182,43.99999999
2528,CA-FD120BK,8.17E+11,FD-FAN-SSR2-120-BK,Fractal Design,120mm,Component,Fan & Heatsink,Case Fan,Fractal Design Silent Series R2 Blackout Edition FD-FAN-SSR2-120-BK 120mm Case Fan ,11.27,8.4525,52,2.5,0.3175,Recurring,01-Jan-19,Y,0.4,0.783491789,1.181818182,43.99999999
1354,NT-WF2123,88591201082,WF2123,Netis,Wireless Network Adapter,Component,Networking,Wireless Networking,netis WF2123 300Mbps Wireless N USB Adapter,12.3,9.225,52,2.5,0.575,Recurring,01-Jan-19,Y,0.19,0.785220398,1.181818182,43.99999999
3036,VC-AUD_EX6,8.40E+11,CV202-6FEET,VCOM,Other,Component,Cable,Other,VCOM CV202-6FEET 6ft 3.5mm Male to 3.5mm Female Stereo Audio Cable (Black),2.56,1.92,52,0,0.64,Recurring,01-Jan-19,Y,0.25,0.716724287,1.181818182,43.99999999
1910,CA-G-120MM,8.37E+11,G-120MM,Apevia,Case Fan Accessory,Component,Fan & Heatsink,Case Fan Accessory,Apevia G-120MM 120mm Fan Grill - 3 Pack,3.59,2.6925,52,0,0.8975,Recurring,01-Jan-19,Y,0.22,0.761884183,1.181818182,43.99999999
2989,VC611-7YL,8.40E+11,NP611-7-YELLOW,VCOM,Ethernet Cable,Component,Cable,Cat5 Cable,VCOM NP611-7-YELLOW 7ft Cat6 UTP Molded Patch Cable (Yellow),4.1,3.075,52,0,1.025,Recurring,01-Jan-19,Y,0.13,0.72147796,1.181818182,43.99999999
2541,CA-X2-14WT,8.17E+11,FD-FAN-DYN-X2-GP14-WT,Fractal Design,140mm,Component,Fan & Heatsink,Case Fan,Fractal Design Dynamic X2 GP-14 FD-FAN-DYN-X2-GP14-WT 140mm Case Fan ,14.35,10.7625,52,2.5,1.0875,Recurring,01-Jan-19,Y,0.42,0.745030251,1.181818182,43.99999999
2992,VC611-10YL,8.40E+11,NP611-10-YELLOW,VCOM,Ethernet Cable,Component,Cable,Cat5 Cable,VCOM NP611-10-YELLOW 10ft Cat6 UTP Molded Patch Cable (Yellow),5.02,3.765,52,0,1.255,Recurring,01-Jan-19,Y,0.24,0.755185825,1.181818182,43.99999999
1594,KB-IM898RL,8.78E+11,KB-IM898RL,iMicro,Keyboard,Component,Input & Output Device,Keyboard,"iMicro KB-IM898RL Wired USB Keyboard with REACH, ROHS Certificate",15.37,11.5275,52,2.5,1.3425,Recurring,01-Jan-19,Y,1.5,0.749567848,1.181818182,43.99999999
2521,CA-X2-GP14,8.43E+11,FD-FAN-DYN-X2-GP14-PWM-BK,Fractal Design,140mm,Component,Fan & Heatsink,Case Fan,Fractal Design Dynamic X2 GP-14 PWM FD-FAN-DYN-X2-GP14-PWM-BK 140mm Case Fan ,15.37,11.5275,52,2.5,1.3425,Recurring,01-Jan-19,Y,0.51,0.688418323,1.181818182,43.99999999
3817,FAN-RF140,,RF 140,DEEPCOOL,140mm,Component,Fan & Heatsink,Case Fan,Deepcool RF 140 RGB LED 140mm Case Fan,15.37,11.5275,52,2.5,1.3425,Recurring,01-Jan-19,Y,0.65,0.775929127,1.181818182,43.99999999
2884,PIV-I6TGSW,8.41E+11,I6TGSW,Pivoful,Mobile Accessory,Electronics,Accessory,,Pivoful PIV-I6TGSW iPhone6 3D Tempered Glass Film (White),5.8,4.35,52,0,1.45,Recurring,01-Jan-19,Y,0.23,0.791702679,1.181818182,43.99999999
463,STU32GNSTW,8.41E+11,STU32GNSTW,SUPER TALENT,32GB,Component,USB Drive,2.0 USB Drive,Super Talent NST1 32GB USB 2.0 Flash Drive,6.66,4.995,52,0,1.665,Recurring,01-Jan-19,Y,0.06,0.718020743,1.181818182,43.99999999
1997,FAN-BL085,,BL085,be quiet!,120mm,Component,Fan & Heatsink,Case Fan,"be quiet! Shadow Wings 2 120mm PWM, Silent Computer Fans, Low Noise Operation, rubber fan frame, designed in Germany",16.91,12.6825,52,2.5,1.7275,Recurring,01-Jan-19,Y,0.4,0.734874676,1.181818182,43.99999999
3004,VC-MCHD_VF,8.40E+11,CG594,VCOM,VGA Cable,Component,Cable,VGA Cable,VCOM CG594 Micro HDMI Male to VGA Female Adapter,17.94,13.455,52,2.5,1.985,Recurring,01-Jan-19,Y,0.75,0.837942956,1.181818182,43.99999999
3956,FAN-SP230K,8.86E+11,BFF-SPRO-23030KK-RP,BitFenix,220mm,Component,Fan & Heatsink,Case Fan,BitFenix Spectre Pro 230mm Case Fan (Black),18.45,13.8375,52,2.5,2.1125,Recurring,01-Jan-19,Y,1.1,0.759723423,1.181818182,43.99999999
622,DRW24F1STG,8.86E+11,DRW-24F1ST/BLK/B/GEN,ASUS,Half Height DVD,Component,Optical Drive,Half Height DVD,"Asus DRW-24F1ST/BLK/B/GEN 24X SATA DVD+/-RW Internal Drive (Black), Bulk",18.96,14.22,52,2.5,2.24,Recurring,01-Jan-19,Y,1.57,0.809420916,1.181818182,43.99999999
1992,FAN-BL069,,BL069,be quiet!,140mm,Component,Fan & Heatsink,Case Fan,be quiet! Silent Wings 3 140mm High-Speed Case Fan,21.53,16.1475,52,2.5,2.8825,Recurring,01-Jan-19,Y,0.74,0.721045808,1.181818182,43.99999999
4088,CA-SNKP46A,6.72E+11,SNK-P0046A4,Supermicro,Server,Component,Fan & Heatsink,CPU Fan & Heatsink,Supermicro SNK-P0046A4 2U+ Active Heatsink For LGA1156/ 1155/ 1150,25.62,19.215,52,2.5,3.905,Recurring,01-Jan-19,Y,1.43,0.769230769,1.181818182,43.99999999
2554,FAN-FZ13CO,8.73E+11,FREEZER 13 CO/UCACO-FZ13100-BL,ARCTIC,LGA 1366,Component,Fan & Heatsink,CPU Fan & Heatsink,ARCTIC Freezer 13 CO CPU Cooler for Intel LGA1156/1155/1150/1366/775 & AMD Socket AM3+/AM3/AM2+/AM2/FM2/FM1/2600/939/754,29.21,21.9075,52,2.5,4.8025,Recurring,01-Jan-19,Y,1.75,0.789325843,1.181818182,43.99999999
2140,CA-STRIM8,8.40E+11,STRIMER 8PIN,Lian Li,Power Cable,Component,Cable,Power Cable,LIAN LI STRIMER 8PIN Addressable RGB VGA Power Cable,29.72,22.29,52,2.5,4.93,Recurring,01-Jan-19,Y,0.26,0.767718237,1.181818182,43.99999999
2569,FAN-R14,8.56E+11,R14,Dynatron,LGA 2011,Component,Fan & Heatsink,CPU Fan & Heatsink,Dynatron R14 2U Server CPU Fan for Narrow ILM Intel Socket 2011 CPU ,31.78,23.835,52,2.5,5.445,Recurring,01-Jan-19,Y,1.83,0.74394987,1.181818182,43.99999999
2580,FAN-K666,,FAN-K666,Dynatron,LGA 1156,Component,Fan & Heatsink,CPU Fan & Heatsink,Dynatron K666 2U&Up CPU Fan For Intel Socket 1156,34.34,25.755,52,2.5,6.085,Recurring,01-Jan-19,Y,1.39,0.790838375,1.181818182,43.99999999
3089,W1333SA2GV,8.78E+11,W1333SA2GV,SUPER TALENT,DDR3 1333,Component,DRAM Memory,Notebook DRAM,Super Talent DDR3-1333 SODIMM 2GB/256X8 Notebook Memory,28.7,21.525,52,0,7.175,Recurring,01-Jan-19,Y,0.03,0.786949006,1.181818182,43.99999999
184,F24SAS6_4G,7.41E+11,KVR24S17S6/4,Kingston,DDR4 (260 Pin),Component,DRAM Memory,Notebook DRAM,Kingston ValueRAM KVR24S17S6/4 DDR4-2400 SODIMM 4GB/512Mx64 CL17 Notebook Memory,29.72,22.29,52,0,7.43,Recurring,01-Jan-19,Y,0.04,0.796024201,1.181818182,43.99999999
3064,CTD424SA4G,6.50E+11,CT4G4SFS824A,Crucial,DDR4 (260 Pin),Component,DRAM Memory,Notebook DRAM,Crucial DDR4-2400 SODIMM 4GB/512Mx64 CL17 Notebook Memory,30.24,22.68,52,0,7.56,Recurring,01-Jan-19,Y,0.03,0.760371651,1.181818182,43.99999999
127,D27MA12G,8.78E+11,D27MA12G,SUPER TALENT,DDR1 333 (PC 2700),Component,DRAM Memory,Notebook DRAM,Super Talent D333 512M 172Pins DIMM Notebook Memory,30.75,23.0625,52,0,7.6875,Recurring,01-Jan-19,Y,0.08,0.764909248,1.181818182,43.99999999
1909,FAN-S612L2,8.37E+11,SP612L2S-RGB,Apevia,120mm,Component,Fan & Heatsink,Case Fan,Apevia SP612L2S-RGB Spectra 120mm Silent Dual Ring Addressable RGB Color Changing LED Fan + 2 Color Changing Magnetic LED Strips (6+2-pk),42.03,31.5225,52,2.5,8.0075,Recurring,01-Jan-19,Y,3,0.79278306,1.181818182,43.99999999
225,D22G800K,7.41E+11,KVR800D2N6/2G,Kingston,DDR2 800,Component,DRAM Memory,Desktop DRAM,Kingston KVR800D2N6/2G DDR2-800 2GB CL6 Memory,32.29,24.2175,52,0,8.0725,Recurring,01-Jan-19,Y,0.06,0.768366465,1.181818182,43.99999999
2566,FAN-NHL9I,8.42E+11,NH-L9I,Noctua,LGA 1156,Component,Fan & Heatsink,CPU Fan & Heatsink,Noctua NH-L9I 92mm SSO2 CPU Cooler For Intel LGA 1156/1155/1151/1150 & AMD Socket AM4,44.59,33.4425,52,2.5,8.6475,Recurring,01-Jan-19,Y,1,0.780034572,1.181818182,43.99999999
604,YD-200GEBX,7.30E+11,YD200GC6FBBOX,AMD,Others,Component,CPU / Processor,Desktop CPU,"AMD Athlon 200GE Dual-Core 3.2GHz Socket AM4, Retail",51.25,38.4375,52,2.5,10.3125,Recurring,01-Jan-19,Y,0.61,0.753889369,1.181818182,43.99999999
221,KCP426SS_8,7.41E+11,KCP426SS8/8,Kingston,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Kingston KCP426NS8/8 DDR4-2666 8GB/2Gx64 CL19 Memory,52.28,39.21,52,2.5,10.57,Recurring,01-Jan-19,Y,0.2,0.792134831,1.181818182,43.99999999
